Brand Name,Generic Name,Drug Uses**,,
Synjardy XR,Empagliflozin/Metformin HCl,"This medication is a combination of 2 drugs: empagliflozin and metformin. It is used with a proper diet and exercise program to control high blood sugar in people with type 2 diabetes. Controlling high blood sugar helps prevent kidney damage, blindness, nerve problems, loss of limbs, and sexual function problems. Proper control of diabetes may also lessen your risk of a heart attack or stroke. This medication is also used to treat heart failure in people with type 2 diabetes. It helps to lower the risk of death from heart disease and reduces the need of going to a hospital to treat heart failure. This medication works by helping to restore your body's proper response to the insulin you naturally produce. It also increases the removal of sugar by your kidneys, decreases how much sugar is made in your liver, and decreases how much sugar your body takes in through your stomach and intestines. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Synribo,Omacetaxine Mepesuccinate,"This medication is used to treat a certain type of cancer (chronic myeloid leukemia-CML). It works by slowing or stopping the growth of cancer cells. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Synthroid,Levothyroxine Sodium,"Levothyroxine is used to treat an underactive thyroid (hypothyroidism). It replaces or provides more thyroid hormone, which is normally produced by the thyroid gland. Low thyroid hormone levels can occur naturally or when the thyroid gland is injured by radiation/medications or removed by surgery. Having enough thyroid hormone is important for maintaining normal mental and physical activity. In children, having enough thyroid hormone is important for normal mental and physical development. This medication is also used to treat other types of thyroid disorders (such as thyroid cancer). This medication should not be used to treat infertility unless it is caused by low thyroid hormone levels. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Syprine,Trientine HCl,"This medication is used to treat a certain inherited disorder (Wilson's disease). This disorder causes too much copper to build up in the liver, brain, and other parts of the body. Trientine works by binding to copper, which helps your body get rid of extra copper. This can decrease symptoms such as problems with speech/swallowing/coordination, tiredness, lack of appetite, abdominal pain, yellowing eyes/skin, fluid buildup in the legs/abdomen, uncontrolled movements, or muscle stiffness. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Tabloid,Thioguanine,"Thioguanine is used to treat a certain type of cancer (acute myeloid leukemia-AML). It is a chemotherapy drug that works by slowing or stopping the growth of cancer cells. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Tabrecta,Capmatinib Hydrochloride,"This medication is used to treat a certain type of lung cancer (non-small cell lung cancer-NSCLC). Capmatinib works by slowing or stopping the growth of cancer cells. It belongs to a class of drugs known as kinase inhibitors. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Taclonex,Calcipotriene/Betamethasone,"This product contains 2 drugs (betamethasone and calcipotriene) and is used to treat psoriasis of the scalp. Some brands of this medication are also used to treat psoriasis on the body. Betamethasone is a very strong corticosteroid drug that helps decrease the swelling, redness, and itching of the skin that occurs with this condition. Calcipotriene, which is also known as calcipotriol in other countries, is a form of vitamin D. It works by slowing down the growth of skin cells so that they do not build up into thickened, scaly skin patches. This medication should not be used if you have certain types of psoriasis (skin patches with pus-filled blisters, psoriasis with intense redness/shedding/oozing). Consult your doctor for more information. This product is not recommended for use in children because they may be at an increased risk for side effects. See also Side Effects and Precautions sections. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Tacrolimus*,Tacrolimus,"Tacrolimus is used with other medications to prevent rejection of a kidney, heart, liver, or lung transplant. This medication belongs to a class of drugs known as immunosuppressants. It works by weakening your body's defense system (immune system) to help your body accept the new organ as if it were your own. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Tadalafil,Tadalafil,"Tadalafil is used to treat male sexual function problems (impotence or erectile dysfunction-ED). In combination with sexual stimulation, tadalafil works by increasing blood flow to the penis to help a man get and keep an erection. Tadalafil is also used to treat the symptoms of an enlarged prostate (benign prostatic hyperplasia-BPH). It helps to relieve symptoms of BPH such as difficulty in beginning the flow of urine, weak stream, and the need to urinate often or urgently (including during the middle of the night). Tadalafil is thought to work by relaxing the smooth muscle in the prostate and bladder. This drug does not protect against sexually transmitted diseases (such as HIV, hepatitis B, gonorrhea, syphilis). Practice ""safe sex"" such as using latex condoms. Consult your doctor or pharmacist for more details. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Tadliq,Tadalafil,"Tadalafil is used to treat high blood pressure in the lungs (pulmonary hypertension). It works by relaxing and widening the blood vessels in your lungs which allows the blood to flow more easily. Decreasing high blood pressure in the lungs allows your heart and lungs to work better and improves your ability to exercise. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Tafinlar,Dabrafenib Mesylate,"Dabrafenib is used to treat various cancers (such as skin, thyroid, lung, solid tumors, brain). It belongs to a class of drugs known as kinase inhibitors. Dabrafenib works by slowing or stopping the growth of cancer cells. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Tafluprost,Tafluprost/PF,"Tafluprost is used to treat high pressure inside the eye due to glaucoma (open-angle type) or other eye diseases (such as ocular hypertension). Lowering high pressure inside the eye can help prevent blindness. This medication works by regulating the flow of fluid within the eye to maintain a normal pressure. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Tagrisso,Osimertinib Mesylate,"This medication is used to treat lung cancer. Osimertinib belongs to a class of drugs known as kinase inhibitors. It works by slowing or stopping the growth of cancer cells. It binds to a certain protein (epidermal growth factor receptor-EGFR) in some tumors. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Takhzyro,Lanadelumab-Flyo,"This medication is used to help prevent severe swelling attacks due to a certain inherited immune disease (hereditary angioedema-HAE). Lanadelumab works by binding to a natural substance made by the body (kallikrein) and blocking its effect. This blocking effect lowers the amount of another natural substance (bradykinin) that causes symptoms during an attack of HAE. Lanadelumab may help decrease symptoms such as abdominal pain/cramps, diarrhea, vomiting, or rapid swelling and pain of the hands, feet, limbs, face, tongue, or throat. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Talicia,Omeprazole/Amoxicill/Rifabutin,"This product is used to treat H. pylori infection in the stomach. H. pylori can cause stomach problems such as ulcers. Omeprazole is known as a proton pump inhibitor (PPI). It works by blocking acid production in the stomach. Decreasing excess stomach acid can help treat stomach problems and allow ulcers to heal. Amoxicillin and rifabutin are antibiotics used to treat a wide variety of bacterial infections (including H. pylori). Treating the infection helps to reduce the risk of stomach problems (such as ulcers). Amoxicillin is a penicillin-type antibiotic and rifabutin is a rifamycin antibiotic. They work by stopping the growth of bacteria. The antibiotics in this product treat only bacterial infections. Antibiotics do not work for viral infections (such as common cold, flu). Using any antibiotic when it is not needed can cause it to not work for future infections. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Taltz Autoinjector,Ixekizumab,"This medication is used to treat plaque psoriasis and certain types of arthritis (psoriatic arthritis, ankylosing spondylitis, axial spondyloarthritis). Ixekizumab belongs to a class of drugs known as monoclonal antibodies. It works by blocking a certain natural protein in your body (interleukin-17A) that may cause inflammation and swelling. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Taltz Autoinjector (2 Pack),Ixekizumab,"This medication is used to treat plaque psoriasis and certain types of arthritis (psoriatic arthritis, ankylosing spondylitis, axial spondyloarthritis). Ixekizumab belongs to a class of drugs known as monoclonal antibodies. It works by blocking a certain natural protein in your body (interleukin-17A) that may cause inflammation and swelling. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Taltz Autoinjector (3 Pack),Ixekizumab,"This medication is used to treat plaque psoriasis and certain types of arthritis (psoriatic arthritis, ankylosing spondylitis, axial spondyloarthritis). Ixekizumab belongs to a class of drugs known as monoclonal antibodies. It works by blocking a certain natural protein in your body (interleukin-17A) that may cause inflammation and swelling. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Taltz Syringe,Ixekizumab,"This medication is used to treat plaque psoriasis and certain types of arthritis (psoriatic arthritis, ankylosing spondylitis, axial spondyloarthritis). Ixekizumab belongs to a class of drugs known as monoclonal antibodies. It works by blocking a certain natural protein in your body (interleukin-17A) that may cause inflammation and swelling. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Talzenna,Talazoparib Tosylate,"This medication is used to treat certain cancers (such as breast, prostate). Talazoparib works by slowing or stopping the growth of cancer cells. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Tamiflu,Oseltamivir Phosphate,"Oseltamivir is used to treat symptoms caused by the flu virus (influenza). It helps make the symptoms (such as stuffy nose, cough, sore throat, fever/chills, aches, tiredness) less severe and shortens the recovery time by 1-2 days. This medication may also be used to prevent the flu if you have been exposed to someone who already has the flu (such as a sick household member) or if there is a flu outbreak in the community. Talk to your doctor for more details. This medication works by stopping the flu virus from growing. It is not a substitute for the flu vaccine. (See also Notes section.) NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Tamoxifen Citrate,Tamoxifen Citrate,"Tamoxifen is used to treat breast cancer. It is also used to reduce the chances of breast cancer in high-risk patients. This medication can block the growth of breast cancer. It works by interfering with the effects of estrogen in the breast tissue. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Tamsulosin HCl,Tamsulosin HCl,"Tamsulosin is used by men to treat the symptoms of an enlarged prostate (benign prostatic hyperplasia-BPH). It does not shrink the prostate, but it works by relaxing the muscles in the prostate and the bladder. This helps to relieve symptoms of BPH such as difficulty in beginning the flow of urine, weak stream, and the need to urinate often or urgently (including during the middle of the night). Tamsulosin belongs to a class of drugs known as alpha blockers. Do not use this medication to treat high blood pressure. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Targadox,Doxycycline Hyclate,"This medication is used to treat a wide variety of bacterial infections, including those that cause acne. This medication is also used to prevent malaria. This medication is known as a tetracycline antibiotic. It works by stopping the growth of bacteria. This antibiotic treats only bacterial infections. It will not work for viral infections (such as common cold, flu). Using any antibiotic when it is not needed can cause it to not work for future infections. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Targretin*,Bexarotene,"Bexarotene is used to treat skin problems from a certain type of cancer (cutaneous T-cell lymphoma-CTCL). It belongs to a class of drugs called retinoids (vitamin A derivatives). Bexarotene works by slowing or stopping the growth of cells. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Tarina 24 Fe,Norethindrone-E.Estradiol-Iron,"This combination hormone medication is used to prevent pregnancy. It contains 2 hormones: norethindrone (a progestin) and ethinyl estradiol (an estrogen). There is a small amount of iron (ferrous fumarate) in each of the 4 inactive pills taken during the fourth week. The inactive pills do not contain any hormones. These pills are meant to keep you in the habit of taking 1 pill each day and do not have enough iron to treat iron deficiency. Besides preventing pregnancy, birth control pills may make your periods more regular, decrease blood loss and painful periods, decrease your risk of ovarian cysts, and also treat acne. Using this medication does not protect you or your partner against sexually transmitted diseases (such as HIV, gonorrhea, chlamydia). NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Tarina Fe 1-20 Eq,Norethindrone-E.Estradiol-Iron,"This combination hormone medication is used to prevent pregnancy. It contains 2 hormones: norethindrone (a progestin) and ethinyl estradiol (an estrogen). There is a small amount of iron (ferrous fumarate) in each of the 7 inactive tablets taken during the fourth week. The inactive pills do not contain any hormones. These tablets are meant to keep you in the habit of taking 1 tablet each day and do not have enough iron to treat iron deficiency. Besides preventing pregnancy, birth control pills may make your periods more regular, decrease blood loss and painful periods, decrease your risk of ovarian cysts, and also treat acne. Using this medication does not protect you or your partner against sexually transmitted diseases (such as HIV, gonorrhea, chlamydia). NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Taron-C DHA,Mvn-Min75/Iron/Iron Ps/Om3/DHA,"This medication is a multivitamin and iron product used to treat or prevent vitamin deficiency due to poor diet, certain illnesses, or during pregnancy. Vitamins and iron are important building blocks of the body and help keep you in good health. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Tarpeyo,Budesonide,"This medication is used to treat a certain kidney problem (primary immunoglobulin A nephropathy). Budesonide helps to reduce the loss of kidney function. Budesonide is an anti-inflammatory drug (corticosteroid hormone). It works by decreasing the body's natural defense response (immune response). NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Tascenso ODT,Fingolimod Lauryl Sulfate,"This medication is used to treat multiple sclerosis (MS). Fingolimod is not a cure for MS but it is thought to help by preventing immune system cells (lymphocytes) from attacking the nerves in your brain and spinal cord. It helps decrease the number of episodes of disease worsening (relapses) and may prevent or delay disability. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Tasigna,Nilotinib HCl,"Nilotinib is used to treat a certain type of blood cancer (chronic myelogenous leukemia-CML). It works by slowing or stopping the growth of cancer cells. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Tasimelteon,Tasimelteon,"Tasimelteon is used to treat certain sleep disorders (non-24-hour sleep-wake disorder, sleep disturbances in Smith-Magenis Syndrome). It works like a natural substance called melatonin that your body produces. It helps to control your sleep-wake cycle (circadian rhythm). Tasimelteon may improve your ability to sleep at night and to be more active during the day. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Tasmar,Tolcapone,"This medication is used with other medications (levodopa/carbidopa) to treat Parkinson's disease. Tolcapone belongs to a class of drugs known as COMT inhibitors. Many people taking levodopa for Parkinson's have problems with the effects of the levodopa wearing off between scheduled doses, causing symptoms to return or worsen. Tolcapone blocks a certain natural substance (COMT enzyme) that breaks down levodopa in the body. This effect allows the levodopa to last longer in the system so that it doesn't wear off before the next dose. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Tavaborole,Tavaborole,"This medication is used to treat toenail infection caused by fungus. It works by stopping the growth of certain types of fungus. Tavaborole belongs to a class of drugs known as oxaborole antifungals. This medication treats only fungal infections. It will not work for other types of infection, such as those caused by bacteria. Unnecessary use or misuse of any drug used to treat infection can lead to its decreased effectiveness. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Tavalisse,Fostamatinib Disodium,"This medication is used to treat people with a certain blood disorder known as chronic immune thrombocytopenia-ITP. This is a condition where the amount of one type of cell in your blood (platelets) is lower than normal. ITP can lead to serious bleeding problems. Fostamatinib belongs to a class of drugs known as spleen tyrosine kinase inhibitors. It works by increasing platelets in your blood. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Tavneos,Avacopan,"This medication is used to treat a certain type of blood vessel disease: anti-neutrophil cytoplasmic autoantibody (ANCA)-associated vasculitis. It works by blocking the immune system from damaging the blood vessels. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Taytulla,Norethindrone-E.Estradiol-Iron,"This combination hormone medication is used to prevent pregnancy. It contains 2 hormones: norethindrone (a progestin) and ethinyl estradiol (an estrogen). There is a small amount of iron (ferrous fumarate) in each of the 4 inactive pills taken during the fourth week. The inactive pills do not contain any hormones. These pills are meant to keep you in the habit of taking 1 pill each day and do not have enough iron to treat iron deficiency. Besides preventing pregnancy, birth control pills may make your periods more regular, decrease blood loss and painful periods, decrease your risk of ovarian cysts, and also treat acne. Using this medication does not protect you or your partner against sexually transmitted diseases (such as HIV, gonorrhea, chlamydia). NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Tazarotene,Tazarotene,"This medication is used to treat certain skin conditions, including psoriasis, acne, and skin aging symptoms due to sun damage (such as wrinkles and dark or light spots on your face). Different brands and strengths are approved for different uses, so be sure to check the uses for your brand and strength of this medication. Tazarotene is a retinoid product related to Vitamin A. It is thought to work by affecting skin cell growth. For the best effect, this medication should be used with a total skin care program. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Tazicef*,Ceftazidime,"Ceftazidime is used to treat a wide variety of bacterial infections. This medication belongs to a class of drugs known as cephalosporin antibiotics. It works by stopping the growth of bacteria. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Tazorac,Tazarotene,"This medication is used to treat certain skin conditions, including psoriasis, acne, and skin aging symptoms due to sun damage (such as wrinkles and dark or light spots on your face). Different brands and strengths are approved for different uses, so be sure to check the uses for your brand and strength of this medication. Tazarotene is a retinoid product related to Vitamin A. It is thought to work by affecting skin cell growth. For the best effect, this medication should be used with a total skin care program. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Taztia Xt,Diltiazem HCl,"Diltiazem is used to treat high blood pressure (hypertension) and prevent chest pain (angina). Lowering high blood pressure helps prevent strokes, heart attacks, and kidney problems. When used regularly, diltiazem can decrease the number and severity of episodes of chest pain from angina. It may help increase your ability to exercise. Diltiazem is called a calcium channel blocker. It works by relaxing blood vessels in the body and heart so blood can flow more easily. Diltiazem also lowers your heart rate. These effects help the heart work less hard and lower blood pressure. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Tazverik,Tazemetostat Hydrobromide,"This medication is used to treat certain types of cancer (epithelioid sarcoma or follicular lymphoma). It works by slowing or stopping the growth of cancer cells. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
Tdvax,"Tetanus, Diphtheria Tox,Adult","This vaccine is used to help prevent problems that may occur with 2 bacterial infections in children and adults (tetanus and diphtheria). Tetanus (lockjaw) and diphtheria can cause serious, sometimes fatal problems (heart problems, nerve problems, muscle paralysis). Vaccination is the best way to protect (provide immunity) against these life-threatening diseases. Vaccines work by getting the body to make its own protection (antibodies). This vaccine is recommended for all people 7 years and older. It should not be used in anyone younger than 7 years because they may not be fully protected by this vaccine. A vaccine for children younger than 7 years is available. Consult your child's health care professional for more information. NOTE:   This is a summary and does not contain all possible information about this product.  For complete information about this product or your specific health needs, ask your healthcare professional.  Always seek the advice of your healthcare professional if you have any questions about this product or your medical condition.  This information is not intended as individual medical advice and does not substitute for the knowledge and judgment of your healthcare professional.  This information does not contain any assurances that this product is safe, effective or appropriate for you.",,
